Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-6230,2021-11-10,2022-07-18,Second Class,CUST-6689,Sneha,Consumer,India,Delhi,WB,East,PROD-615,Technology,Storage,Item A,1375.26,9,0.09,141.81
ORD-6231,2023-03-18,2022-11-09,First Class,CUST-9603,Priya,Consumer,India,Bangalore,KA,South,PROD-981,Office Supplies,Storage,Item D,3042.5,1,0.04,518.8
ORD-6232,2023-04-28,2021-04-04,Standard Class,CUST-8473,Sneha,Corporate,India,Kolkata,WB,South,PROD-369,Office Supplies,Chairs,Item C,1122.35,1,0.03,178.08
ORD-6233,2021-04-07,2022-08-25,Standard Class,CUST-2676,Arjun,Consumer,India,Mumbai,MH,North,PROD-273,Office Supplies,Storage,Item C,2651.91,2,0.33,-364.94
ORD-6234,2023-05-31,2021-03-12,First Class,CUST-8790,Sneha,Consumer,India,Kolkata,MH,South,PROD-921,Office Supplies,Chairs,Item C,1082.91,7,0.41,-208.47
ORD-6235,2021-08-01,2021-02-08,First Class,CUST-6282,Sneha,Consumer,India,Bangalore,KA,West,PROD-576,Furniture,Storage,Item C,366.83,4,0.12,36.39
ORD-6236,2023-04-09,2023-02-06,Standard Class,CUST-3711,Rahul,Home Office,India,Delhi,MH,West,PROD-191,Furniture,Chairs,Item D,487.01,9,0.02,103.25
ORD-6237,2021-05-17,2023-02-05,Standard Class,CUST-1602,Amit,Corporate,India,Delhi,DL,West,PROD-609,Furniture,Chairs,Item C,4882.7,6,0.36,-846.05
ORD-6238,2021-01-06,2021-05-22,Second Class,CUST-2937,Arjun,Corporate,India,Delhi,MH,South,PROD-995,Technology,Storage,Item C,79.79,8,0.37,2.88
ORD-6239,2021-04-19,2023-05-19,Second Class,CUST-9121,Priya,Corporate,India,Mumbai,DL,West,PROD-700,Office Supplies,Binders,Item D,3466.32,7,0.13,252.64
ORD-6240,2022-07-01,2023-06-14,Standard Class,CUST-9217,Amit,Consumer,India,,MH,East,PROD-698,Technology,Storage,Item A,4442.17,9,0.01,844.62
ORD-6241,2021-02-08,2022-11-13,Second Class,CUST-7812,Sneha,Consumer,India,Mumbai,WB,West,PROD-644,Office Supplies,Chairs,Item D,1998.83,9,0.4,-398.24
ORD-6242,2022-10-24,2022-07-22,First Class,CUST-2067,Amit,Home Office,India,Bangalore,MH,West,PROD-513,Office Supplies,Chairs,Item B,3555.17,2,0.18,57.73
ORD-6243,2022-03-01,2023-06-19,Second Class,CUST-6252,Neha,Home Office,India,Mumbai,WB,South,PROD-236,Technology,Binders,Item B,1776.99,1,0.26,-156.23
ORD-6244,2022-09-22,2021-06-29,Second Class,CUST-6863,Neha,Corporate,India,Kolkata,DL,East,PROD-777,Technology,Phones,Item D,2668.38,9,0.45,
ORD-6245,2021-09-18,2023-03-22,Standard Class,CUST-1379,Arjun,Home Office,India,Delhi,MH,South,PROD-188,Technology,Phones,Item B,4681.71,9,0.1,476.31
ORD-6246,2022-03-02,2023-03-26,Second Class,CUST-6502,Priya,Home Office,India,Delhi,MH,East,PROD-693,Furniture,Binders,Item A,259.56,3,0.07,12.92
ORD-6247,2021-03-28,2023-05-23,Standard Class,CUST-4182,Neha,Consumer,India,Delhi,WB,East,PROD-142,Technology,Binders,Item A,1372.52,7,0.29,-145.11
ORD-6248,2022-10-04,2022-09-12,Standard Class,CUST-4747,Sneha,Corporate,India,Delhi,MH,South,PROD-746,Furniture,Storage,Item C,574.64,8,0.33,-44.75
ORD-6249,2021-03-17,2021-05-19,Standard Class,CUST-6196,Rahul,Corporate,India,Mumbai,DL,West,PROD-443,Technology,Chairs,Item B,2504.83,2,0.2,-32.94
ORD-6250,2022-04-16,2021-07-11,First Class,CUST-6132,Rahul,Home Office,India,Kolkata,WB,North,PROD-395,Furniture,Phones,Item A,3863.88,3,0.02,697.17
ORD-6251,2023-09-03,2022-10-04,Second Class,CUST-7040,Sneha,Consumer,India,Kolkata,DL,North,PROD-440,Technology,Storage,Item A,4884.17,7,0.04,735.33
ORD-6252,2023-08-21,2021-12-10,Second Class,CUST-5120,Amit,Home Office,India,Kolkata,KA,West,PROD-730,Furniture,Phones,Item B,819.47,3,0.13,20.9
ORD-6253,2022-02-18,2022-07-15,Second Class,CUST-9737,Sneha,Home Office,India,Mumbai,DL,North,PROD-417,Technology,Storage,Item D,267.46,9,0.11,24.11
ORD-6254,2023-04-05,2021-01-07,Standard Class,CUST-6259,Amit,Corporate,India,Delhi,WB,North,PROD-794,Office Supplies,Chairs,Item A,734.83,7,0.16,51.69
ORD-6255,2023-06-14,2023-09-01,First Class,CUST-9466,Amit,Consumer,India,Delhi,DL,East,PROD-134,Technology,Storage,Item C,4845.32,9,0.27,-360.7
ORD-6256,2022-12-27,2021-09-16,Standard Class,CUST-3922,Rahul,Home Office,India,Kolkata,MH,South,PROD-270,Technology,Chairs,Item B,1634.64,7,0.03,261.29
ORD-6257,2022-04-02,2023-03-25,Second Class,CUST-4387,Neha,Home Office,India,Delhi,DL,South,PROD-622,Office Supplies,Storage,Item C,1372.5,6,0.11,150.03
ORD-6258,2021-10-12,2022-10-26,Standard Class,CUST-6442,Sneha,Consumer,India,Mumbai,MH,West,PROD-485,Office Supplies,Chairs,Item A,3688.58,5,0.4,-745.67
ORD-6259,2021-08-27,2023-03-19,Standard Class,CUST-6552,Neha,Home Office,India,Bangalore,WB,West,PROD-434,Furniture,Storage,Item A,647.34,2,0.08,46.43
ORD-6260,2022-11-08,2021-09-02,Second Class,CUST-5013,Arjun,Corporate,India,Delhi,MH,South,PROD-178,Office Supplies,Storage,Item A,1777.92,8,0.15,22.72
ORD-6261,2022-08-22,2023-02-28,Standard Class,CUST-6367,Priya,Home Office,India,Bangalore,DL,North,PROD-232,Furniture,Chairs,Item B,766.82,4,0.23,-64.62
ORD-6262,2022-10-15,2022-12-23,Standard Class,CUST-9302,Rahul,Corporate,India,Bangalore,KA,West,PROD-471,Technology,Binders,Item A,4872.89,8,0.08,617.63
ORD-6263,2022-11-03,2022-02-21,First Class,CUST-7959,Amit,Corporate,India,Bangalore,MH,East,PROD-267,Office Supplies,Binders,Item D,1461.36,6,0.38,-302.98
ORD-6264,2022-07-12,2022-09-21,Standard Class,CUST-7290,Priya,Corporate,India,Delhi,KA,South,PROD-335,Furniture,Storage,Item B,1382.52,6,0.01,187.3
ORD-6265,2022-01-07,2022-12-10,First Class,CUST-1551,Amit,Corporate,India,,KA,North,PROD-913,Technology,Chairs,Item D,3190.29,3,0.21,-28.97
ORD-6266,2022-05-10,2021-12-11,Second Class,CUST-1133,Priya,Corporate,India,Delhi,KA,East,PROD-632,Furniture,Phones,Item A,,7,0.27,20.78
ORD-6267,2022-09-16,2022-11-15,First Class,CUST-7607,Priya,Corporate,India,Kolkata,KA,South,PROD-592,Technology,Phones,Item C,3285.01,7,0.06,357.87
ORD-6268,2023-07-08,2022-01-16,Standard Class,CUST-7599,Neha,Home Office,India,,DL,South,PROD-748,Furniture,Phones,Item C,2296.58,5,0.34,-385.99
ORD-6269,2021-02-14,2022-08-19,Second Class,CUST-6124,Arjun,Consumer,India,,MH,North,PROD-426,Technology,Phones,Item B,961.47,6,0.05,183.45
ORD-6270,2022-02-05,2022-10-30,Standard Class,CUST-2060,Arjun,Home Office,India,Bangalore,WB,West,PROD-254,Technology,Phones,Item A,2457.4,6,0.28,-207.19
ORD-6271,2021-09-04,2022-10-17,Standard Class,CUST-8384,Amit,Consumer,India,Kolkata,WB,East,PROD-884,Furniture,Chairs,Item B,4994.99,8,0.45,-1280.42
ORD-6272,2022-09-08,2023-04-08,First Class,CUST-3186,Rahul,Home Office,India,Mumbai,MH,East,PROD-165,Technology,Storage,Item A,4202.09,9,0.08,532.39
ORD-6273,2022-08-20,2021-05-28,Standard Class,CUST-3665,Arjun,Consumer,India,Kolkata,WB,East,PROD-843,Furniture,Phones,Item D,4872.11,6,0.29,-394.77
ORD-6274,2022-03-26,2021-11-21,First Class,CUST-4170,Rahul,Home Office,India,Mumbai,MH,South,PROD-637,Technology,Binders,Item D,4634.0,3,0.41,-995.89
ORD-6275,2022-04-30,2021-05-04,Second Class,CUST-3646,Amit,Corporate,India,,DL,North,PROD-464,Office Supplies,Binders,Item B,4111.05,5,0.11,348.51
ORD-6276,2022-10-08,2021-09-11,Second Class,CUST-1595,Rahul,Consumer,India,Mumbai,MH,North,PROD-299,Office Supplies,Phones,Item D,1706.99,1,0.01,337.9
ORD-6277,2022-09-12,2023-05-07,Standard Class,CUST-5106,Priya,Home Office,India,Kolkata,DL,South,PROD-611,Furniture,Binders,Item C,3663.18,1,0.01,
ORD-6278,2021-01-18,2023-06-20,First Class,CUST-6817,Priya,Corporate,India,Bangalore,MH,East,PROD-611,Office Supplies,Chairs,Item B,,1,0.12,29.79
ORD-6279,2022-08-29,2021-11-09,Standard Class,CUST-4421,Amit,Home Office,India,Kolkata,KA,East,PROD-597,Office Supplies,Phones,Item D,2176.16,9,0.36,-334.49
ORD-6280,2022-10-24,2022-08-26,Standard Class,CUST-3278,Rahul,Consumer,India,Bangalore,KA,North,PROD-784,Technology,Storage,Item A,4373.29,2,0.17,75.38
ORD-6281,2023-01-28,2022-04-22,Standard Class,CUST-2164,Rahul,Home Office,India,Delhi,DL,West,PROD-794,Office Supplies,Chairs,Item B,1065.66,1,0.24,-111.84
ORD-6282,2021-10-16,2022-07-26,Standard Class,CUST-1617,Amit,Home Office,India,Bangalore,WB,South,PROD-139,Furniture,Binders,Item C,1518.14,5,0.03,197.89
ORD-6283,2022-02-18,2022-05-09,First Class,CUST-1450,Arjun,Corporate,India,Mumbai,KA,West,PROD-371,Furniture,Phones,Item A,4655.98,8,0.44,-1066.61
ORD-6284,2022-12-22,2022-07-31,Standard Class,CUST-8372,Neha,Corporate,India,Mumbai,MH,East,PROD-823,Technology,Chairs,Item C,3512.99,5,0.2,57.43
ORD-6285,2022-09-30,2021-12-15,Second Class,CUST-2892,Arjun,Corporate,India,Mumbai,WB,South,PROD-323,Office Supplies,Chairs,Item A,371.25,5,0.39,-77.17
ORD-6286,2021-08-23,2023-04-02,First Class,CUST-6528,Sneha,Consumer,India,Mumbai,WB,South,PROD-259,Technology,Chairs,Item A,651.98,2,0.01,98.04
ORD-6287,2022-02-20,2022-05-04,Standard Class,CUST-3454,Neha,Corporate,India,Mumbai,DL,West,PROD-134,Office Supplies,Chairs,Item C,2918.76,7,0.35,-450.91
ORD-6288,2023-07-27,2022-04-20,First Class,CUST-4808,Rahul,Consumer,India,Delhi,WB,South,PROD-931,Office Supplies,Chairs,Item A,4003.84,1,0.25,-82.35
ORD-6289,2022-05-14,2022-01-19,Standard Class,CUST-2757,Neha,Corporate,India,Bangalore,DL,North,PROD-498,Office Supplies,Binders,Item B,3974.39,2,0.13,
ORD-6290,2023-09-01,2021-10-09,Second Class,CUST-1222,Neha,Corporate,India,Bangalore,KA,West,PROD-525,Technology,Phones,Item D,2153.38,5,0.36,-317.38
ORD-6291,2022-09-26,2021-03-15,Second Class,CUST-7953,Rahul,Corporate,India,Delhi,KA,North,PROD-220,Technology,Chairs,Item A,1329.62,7,0.25,-9.14
ORD-6292,2022-10-12,2022-06-07,Second Class,CUST-8036,Priya,Corporate,India,Delhi,WB,East,PROD-533,Office Supplies,Chairs,Item B,3949.15,7,0.3,-386.21
ORD-6293,2021-04-25,2022-01-03,First Class,CUST-3365,Neha,Consumer,India,Mumbai,WB,West,PROD-515,Furniture,Binders,Item A,4723.14,8,0.37,-802.53
ORD-6294,2023-07-21,2023-07-24,Second Class,CUST-2609,Amit,Consumer,India,Kolkata,MH,South,PROD-385,Office Supplies,Storage,Item C,2248.45,6,0.04,378.07
ORD-6295,2022-11-05,2021-04-06,Standard Class,CUST-8221,Arjun,Consumer,India,Kolkata,MH,West,PROD-507,Furniture,Phones,Item B,729.52,3,0.34,-4.34
ORD-6296,2022-12-14,2022-01-10,Standard Class,CUST-2223,Rahul,Corporate,India,Mumbai,DL,North,PROD-504,Office Supplies,Phones,Item A,3068.16,8,0.21,-10.3
ORD-6297,2021-08-22,2021-12-07,Standard Class,CUST-2907,Rahul,Corporate,India,Delhi,WB,North,PROD-269,Office Supplies,Storage,Item C,404.59,1,0.47,-22.09
ORD-6298,2022-06-24,2022-03-15,First Class,CUST-6810,Neha,Corporate,India,Bangalore,WB,East,PROD-607,Furniture,Phones,Item A,3076.93,3,0.44,-684.19
ORD-6299,2021-01-11,2021-12-04,First Class,CUST-7448,Priya,Consumer,India,Kolkata,MH,South,PROD-435,Furniture,Phones,Item B,906.08,8,0.38,-164.47
ORD-6300,2021-07-25,2022-10-28,Second Class,CUST-8966,Priya,Home Office,India,Kolkata,DL,South,PROD-587,Technology,Storage,Item B,2604.1,3,0.37,-352.76
ORD-6301,2022-11-10,2022-05-09,First Class,CUST-5937,Arjun,Home Office,India,Delhi,MH,East,PROD-330,Furniture,Phones,Item D,3146.2,5,0.44,-730.07
ORD-6302,2021-09-04,2023-07-08,Standard Class,CUST-6748,Arjun,Home Office,India,Mumbai,WB,North,PROD-199,Office Supplies,Binders,Item A,,5,0.4,-402.73
ORD-6303,2022-07-13,2023-05-20,Standard Class,CUST-2231,Priya,Consumer,India,Bangalore,DL,South,PROD-844,Technology,Chairs,Item B,4145.12,7,0.48,-1126.89
ORD-6304,2023-01-28,2021-02-11,Standard Class,CUST-1737,Sneha,Home Office,India,Mumbai,KA,South,PROD-101,Office Supplies,Phones,Item C,1904.81,4,0.43,-380.29
ORD-6305,2021-05-07,2021-12-27,First Class,CUST-5436,Priya,Consumer,India,Mumbai,WB,North,PROD-608,Technology,Phones,Item B,817.41,2,0.16,48.22
ORD-6306,2021-05-27,2022-07-30,Standard Class,CUST-3979,Priya,Consumer,India,Mumbai,MH,East,PROD-627,Office Supplies,Chairs,Item A,nan,2,0.35,-424.68
ORD-6307,2021-04-28,2021-09-13,Second Class,CUST-1529,Neha,Corporate,India,Mumbai,DL,North,PROD-832,Furniture,Chairs,Item B,,7,0.43,-1114.61
ORD-6308,2023-06-30,2023-08-26,First Class,CUST-8141,Amit,Corporate,India,Kolkata,MH,South,PROD-362,Office Supplies,Phones,Item B,4406.9,3,0.41,-937.9
ORD-6309,2022-01-17,2022-08-06,Standard Class,CUST-5418,Arjun,Consumer,India,Delhi,KA,West,PROD-794,Office Supplies,Binders,Item D,1589.86,2,,-235.74
ORD-6310,2022-02-16,2022-02-04,Standard Class,CUST-2986,Sneha,Home Office,India,Bangalore,WB,East,PROD-498,Technology,Chairs,Item B,1251.39,5,0.25,-37.6
ORD-6311,2022-10-26,2023-01-29,First Class,CUST-1346,Sneha,Consumer,India,Kolkata,WB,West,PROD-122,Furniture,Chairs,Item A,2442.28,2,0.04,415.72
ORD-6312,2022-08-07,2023-05-29,First Class,CUST-6825,Rahul,Consumer,India,Bangalore,MH,North,PROD-346,Furniture,Storage,Item A,3293.03,5,0.16,108.65
ORD-6313,2021-12-29,2021-06-21,Second Class,CUST-2215,Priya,Home Office,India,Bangalore,WB,East,PROD-356,Office Supplies,Binders,Item B,4637.26,8,0.3,-558.11
ORD-6314,2022-05-24,2022-11-23,First Class,CUST-9045,Priya,Corporate,India,Kolkata,MH,East,PROD-727,Office Supplies,Chairs,Item B,3085.96,6,0.29,-252.8
ORD-6315,2021-05-17,2022-12-04,Standard Class,CUST-6798,Amit,Consumer,India,Kolkata,MH,East,PROD-168,Technology,Chairs,Item B,4188.78,1,0.37,-821.55
ORD-6316,2021-06-24,2022-05-28,Second Class,CUST-1244,Priya,Corporate,India,Bangalore,DL,North,PROD-752,Technology,Phones,Item C,3495.56,7,0.44,-764.64
ORD-6317,2021-10-16,2021-09-19,Standard Class,CUST-8058,Arjun,Corporate,India,Bangalore,KA,East,PROD-663,Furniture,Chairs,Item A,552.54,4,0.28,-12.35
ORD-6318,2023-08-16,2022-08-09,Standard Class,CUST-1132,Sneha,Corporate,India,Delhi,WB,East,PROD-496,Furniture,Chairs,Item A,4464.34,4,0.32,-523.05
ORD-6319,2022-04-26,2023-09-13,Standard Class,CUST-2370,Priya,Consumer,India,Kolkata,WB,South,PROD-707,Technology,Storage,Item A,1037.71,9,,-48.27
ORD-6320,2021-01-19,2022-04-06,First Class,CUST-2087,Amit,Home Office,India,Kolkata,MH,East,PROD-666,Technology,Binders,Item A,1864.9,6,0.03,391.54
ORD-6321,2021-07-14,2022-06-15,First Class,CUST-5002,Neha,Home Office,India,Bangalore,KA,South,PROD-384,Office Supplies,Chairs,Item C,4209.3,7,0.16,126.88
ORD-6322,2021-11-26,2023-06-03,Standard Class,CUST-9310,Arjun,Corporate,India,Bangalore,DL,East,PROD-245,Office Supplies,Binders,Item A,4897.1,2,0.27,
ORD-6323,2023-07-25,2021-12-09,First Class,CUST-3903,Neha,Corporate,India,Mumbai,MH,North,PROD-485,Technology,Binders,Item D,1587.53,3,0.25,-33.57
ORD-6324,2021-06-24,2021-02-28,Standard Class,CUST-7822,Rahul,Home Office,India,Bangalore,KA,East,PROD-382,Technology,Binders,Item B,1946.95,1,0.28,-121.06
ORD-6325,2022-03-25,2021-08-08,First Class,CUST-1894,Amit,Corporate,India,Bangalore,WB,East,PROD-661,Technology,Storage,Item A,2453.79,5,0.31,-223.64
ORD-6326,2023-07-14,2022-09-13,First Class,CUST-2265,Rahul,Home Office,India,Delhi,DL,North,PROD-397,Office Supplies,Chairs,Item B,2515.06,7,0.03,323.16
ORD-6327,2023-08-04,2023-03-29,First Class,CUST-7423,Rahul,Home Office,India,Bangalore,DL,East,PROD-806,Furniture,Storage,Item A,,6,,802.44
ORD-6328,2021-12-20,2023-07-31,Second Class,CUST-1362,Sneha,Consumer,India,Mumbai,MH,West,PROD-600,Technology,Binders,Item C,4094.74,6,0.11,468.84
ORD-6329,2022-05-14,2022-11-18,First Class,CUST-8164,Rahul,Corporate,India,Mumbai,MH,East,PROD-321,Office Supplies,Phones,Item C,4955.63,6,0.27,-320.75
ORD-6330,2021-05-21,2023-01-03,Second Class,CUST-9505,Rahul,Corporate,India,,DL,East,PROD-237,Furniture,Chairs,Item D,4030.93,4,0.17,61.29
ORD-6331,2023-01-28,2022-04-11,Second Class,CUST-6632,Amit,Consumer,India,Mumbai,WB,South,PROD-620,Technology,Chairs,Item C,1533.92,7,0.29,-189.21
ORD-6332,2023-06-16,2021-09-06,Second Class,CUST-2706,Neha,Home Office,India,Kolkata,WB,South,PROD-614,Furniture,Binders,Item C,1822.85,6,0.32,-231.82
ORD-6333,2023-07-19,2023-01-02,Standard Class,CUST-8334,Priya,Corporate,India,,DL,West,PROD-441,Office Supplies,Binders,Item C,3109.39,5,0.09,460.78
ORD-6334,2021-04-03,2022-01-10,First Class,CUST-7913,Rahul,Consumer,India,Mumbai,MH,North,PROD-137,Office Supplies,Binders,Item A,3448.86,7,0.29,-333.42
ORD-6335,2023-08-02,2022-02-23,Standard Class,CUST-3393,Sneha,Home Office,India,Delhi,MH,East,PROD-558,Technology,Binders,Item B,495.31,7,0.5,-157.03
ORD-6336,2021-08-27,2021-02-02,Second Class,CUST-9126,Priya,Consumer,India,Delhi,WB,South,PROD-169,Furniture,Phones,Item D,1751.21,2,0.48,-508.84
ORD-6337,2021-07-24,2022-01-05,First Class,CUST-4694,Sneha,Consumer,India,Mumbai,KA,West,PROD-680,Furniture,Storage,Item B,1053.2,5,0.18,-20.79
ORD-6338,2022-07-14,2022-07-15,Standard Class,CUST-1989,Priya,Consumer,India,Kolkata,KA,North,PROD-769,Furniture,Chairs,Item D,2563.86,7,0.1,303.35
ORD-6339,2022-03-09,2022-10-10,Second Class,CUST-4680,Rahul,Consumer,India,Kolkata,KA,South,PROD-881,Furniture,Binders,Item D,885.05,8,0.45,-168.71
ORD-6340,2021-09-02,2021-04-20,Standard Class,CUST-7410,Arjun,Home Office,India,Kolkata,WB,North,PROD-101,Office Supplies,Storage,Item A,2924.67,9,0.38,-532.99
ORD-6341,2023-04-12,2022-08-09,Standard Class,CUST-4397,Priya,Consumer,India,Mumbai,DL,West,PROD-964,Furniture,Phones,Item B,2363.12,4,0.12,262.0
ORD-6342,2021-11-13,2023-04-21,First Class,CUST-4997,Arjun,Home Office,India,Bangalore,KA,North,PROD-712,Technology,Storage,Item B,2049.42,5,0.17,4.4
ORD-6343,2023-07-14,2022-02-24,First Class,CUST-1910,Neha,Consumer,India,Bangalore,WB,North,PROD-235,Office Supplies,Binders,Item B,3262.32,8,0.22,5.49
ORD-6344,2021-10-22,2022-09-14,Standard Class,CUST-7586,Priya,Consumer,India,Bangalore,WB,West,PROD-941,Technology,Storage,Item D,2110.79,8,0.2,-17.09
ORD-6345,2022-10-02,2023-04-03,First Class,CUST-6981,Amit,Corporate,India,Kolkata,MH,North,PROD-312,Furniture,Storage,Item D,2026.36,2,0.31,-241.33
ORD-6346,2023-05-06,2022-02-04,First Class,CUST-3123,Sneha,Corporate,India,Mumbai,MH,West,PROD-993,Furniture,Phones,Item D,3273.05,1,0.36,
ORD-6347,2021-10-09,2021-10-01,Standard Class,CUST-2851,Neha,Corporate,India,,WB,North,PROD-182,Office Supplies,Chairs,Item A,333.57,4,0.45,-82.72
ORD-6348,2021-01-17,2022-11-16,First Class,CUST-7456,Neha,Corporate,India,Bangalore,MH,South,PROD-454,Furniture,Phones,Item D,2190.79,2,0.09,352.01
ORD-6349,2021-03-12,2021-04-28,First Class,CUST-2615,Arjun,Consumer,India,Bangalore,MH,South,PROD-885,Technology,Binders,Item A,1017.23,3,0.18,32.1
ORD-6350,2021-09-26,2023-04-23,Second Class,CUST-5026,Rahul,Consumer,India,Kolkata,MH,South,PROD-240,Office Supplies,Chairs,Item B,240.94,2,0.37,-74.38
ORD-6351,2021-11-21,2022-08-11,First Class,CUST-7869,Sneha,Home Office,India,Bangalore,WB,South,PROD-913,Furniture,Storage,Item A,221.68,4,0.35,-10.18
ORD-6352,2023-03-05,2021-09-15,Second Class,CUST-3446,Amit,Consumer,India,Mumbai,KA,West,PROD-751,Technology,Binders,Item C,879.72,8,0.45,-253.37
ORD-6353,2021-11-01,2021-03-24,Standard Class,CUST-4312,Amit,Home Office,India,Bangalore,MH,North,PROD-907,Furniture,Storage,Item C,2198.01,9,0.35,-332.5
ORD-6354,2022-03-27,2023-02-21,Second Class,CUST-9014,Arjun,Consumer,India,Kolkata,WB,West,PROD-699,Furniture,Storage,Item B,2855.16,7,0.06,379.43
ORD-6355,2021-01-07,2021-05-10,Standard Class,CUST-7857,Arjun,Consumer,India,Mumbai,WB,East,PROD-495,Furniture,Storage,Item C,3989.7,2,0.36,-662.78
ORD-6356,2021-11-10,2023-04-20,First Class,CUST-6019,Neha,Home Office,India,Kolkata,DL,North,PROD-934,Furniture,Storage,Item D,3058.08,7,0.01,541.68
ORD-6357,2023-03-28,2023-07-06,First Class,CUST-4216,Arjun,Corporate,India,Delhi,DL,West,PROD-892,Technology,Storage,Item C,2624.28,6,0.28,-173.09
ORD-6358,2021-04-13,2021-08-25,Second Class,CUST-6475,Rahul,Consumer,India,,KA,North,PROD-340,Office Supplies,Chairs,Item A,230.01,4,0.33,-56.3
ORD-6359,2023-04-01,2022-07-09,Standard Class,CUST-4669,Neha,Corporate,India,Mumbai,DL,North,PROD-723,Technology,Binders,Item D,1524.6,1,0.41,-320.36
ORD-6360,2021-07-12,2021-07-02,First Class,CUST-3524,Neha,Home Office,India,Mumbai,WB,East,PROD-400,Technology,Phones,Item C,3476.74,1,0.3,-410.56
ORD-6361,2023-01-23,2021-06-08,Second Class,CUST-8498,Neha,Consumer,India,Bangalore,DL,South,PROD-240,Office Supplies,Storage,Item B,1389.05,6,0.32,-173.95
ORD-6362,2022-07-28,2022-04-01,Second Class,CUST-2961,Amit,Home Office,India,Delhi,MH,North,PROD-251,Office Supplies,Chairs,Item C,2991.98,7,0.08,324.04
ORD-6363,2022-06-13,2022-07-27,Second Class,CUST-7303,Sneha,Consumer,India,Delhi,DL,North,PROD-815,Furniture,Phones,Item D,3039.31,1,0.03,520.49
ORD-6364,2021-06-20,2023-05-09,First Class,CUST-5625,Sneha,Home Office,India,Bangalore,WB,East,PROD-869,Furniture,Phones,Item C,1560.38,2,0.05,304.36
ORD-6365,2022-06-21,2023-02-02,Standard Class,CUST-9292,Amit,Home Office,India,Bangalore,KA,West,PROD-977,Technology,Storage,Item C,,9,0.11,230.14
ORD-6366,2021-09-08,2022-12-07,First Class,CUST-4448,Neha,Corporate,India,Bangalore,KA,South,PROD-886,Furniture,Binders,Item A,614.17,4,0.22,-88.17
ORD-6367,2023-02-04,2021-01-26,First Class,CUST-4244,Rahul,Corporate,India,Kolkata,KA,West,PROD-313,Office Supplies,Storage,Item A,3648.51,4,0.2,44.47
ORD-6368,2022-01-22,2022-04-20,Standard Class,CUST-7047,Priya,Corporate,India,Mumbai,KA,West,PROD-891,Office Supplies,Storage,Item A,161.51,6,0.15,14.21
ORD-6369,2021-07-26,2022-02-06,Second Class,CUST-5674,Neha,Consumer,India,Mumbai,MH,West,PROD-573,Furniture,Chairs,Item C,224.86,5,0.44,-78.27
ORD-6370,2022-06-25,2023-08-08,First Class,CUST-2214,Arjun,Home Office,India,Bangalore,MH,South,PROD-288,Technology,Phones,Item A,4357.78,9,0.04,671.37
ORD-6371,2022-09-21,2022-08-17,Second Class,CUST-8606,Sneha,Corporate,India,Kolkata,MH,West,PROD-232,Furniture,Binders,Item A,2922.42,3,0.07,380.92
ORD-6372,2022-02-20,2021-05-16,Second Class,CUST-4626,Priya,Consumer,India,Kolkata,DL,West,PROD-179,Office Supplies,Binders,Item A,856.43,8,0.22,-64.41
ORD-6373,2023-03-05,2022-02-27,Standard Class,CUST-9981,Amit,Corporate,India,Mumbai,DL,South,PROD-200,Office Supplies,Phones,Item B,3028.11,1,0.06,451.74
ORD-6374,2022-01-15,2021-08-03,Standard Class,CUST-8875,Amit,Consumer,India,Delhi,DL,South,PROD-457,Technology,Storage,Item D,1880.75,7,0.08,178.62
ORD-6375,2021-05-24,2023-06-21,Standard Class,CUST-7268,Priya,Home Office,India,Bangalore,KA,East,PROD-163,Office Supplies,Phones,Item B,1385.85,8,0.48,-383.86
ORD-6376,2021-01-25,2022-04-29,Second Class,CUST-7812,Sneha,Home Office,India,Bangalore,KA,West,PROD-623,Technology,Storage,Item C,4066.06,9,0.25,
ORD-6377,2023-04-02,2021-12-16,Second Class,CUST-6479,Sneha,Home Office,India,Kolkata,DL,East,PROD-734,Technology,Storage,Item C,2412.68,1,0.05,317.58
ORD-6378,2022-10-30,2021-06-17,First Class,CUST-9694,Arjun,Consumer,India,Mumbai,MH,North,PROD-464,Furniture,Storage,Item A,1502.69,1,0.03,287.6
ORD-6379,2021-03-14,2023-07-28,Second Class,CUST-1172,Amit,Home Office,India,Kolkata,WB,East,PROD-208,Furniture,Phones,Item D,4721.29,8,0.37,-786.22
ORD-6380,2022-09-24,2021-12-16,Standard Class,CUST-1886,Amit,Consumer,India,Delhi,DL,East,PROD-286,Technology,Binders,Item B,866.87,2,0.19,23.23
ORD-6381,2023-04-04,2023-05-01,Standard Class,CUST-7263,Neha,Consumer,India,Mumbai,WB,East,PROD-504,Furniture,Storage,Item D,752.94,6,0.14,59.54
ORD-6382,2023-04-13,2022-02-04,Standard Class,CUST-5368,Rahul,Consumer,India,Bangalore,MH,East,PROD-451,Office Supplies,Chairs,Item C,531.65,8,0.34,-171.58
ORD-6383,2021-04-03,2022-08-08,Standard Class,CUST-8056,Arjun,Home Office,India,Mumbai,WB,West,PROD-305,Technology,Binders,Item C,665.95,6,0.35,-63.57
ORD-6384,2022-05-20,2022-12-29,Second Class,CUST-5953,Neha,Home Office,India,Mumbai,KA,North,PROD-982,Technology,Phones,Item A,1301.29,9,0.18,7.72
